"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"8837",312500,2.6713,28,4376,1202,1847,1128,34.08,-118.37
"8838",431400,2.945,52,1479,NA,NA,346,34.08,-118.38
"8839",335300,2.8889,30,NA,1312,1910,1243,34.08,-118.38
"8840",430800,3.5114,52,1244,304,444,NA,34.08,-118.39
"8841",450000,3.9375,48,1226,288,370,264,34.08,-118.38
"8842",281300,3.5659,24,8264,2437,3148,2274,34.09,-118.38
"8843",NA,2.5784,28,4001,1352,NA,1220,34.09,-118.38
"8844",362500,3.6207,27,4312,1214,1634,NA,34.09,-118.39
"8845",425000,4.4167,28,2347,608,785,548,34.09,-118.39
"8846",375000,3.067,28,833,230,349,210,34.08,-118.39
"8847",500001,15.0001,27,3979,510,1351,520,34.1,-118.4
"8848",500001,15.0001,45,2686,283,857,259,34.09,-118.4
"8849",500001,15.0001,52,3759,464,1407,422,34.08,-118.39
"8850",500001,NA,52,3815,439,NA,413,34.08,-118.4
"8851",NA,15.0001,37,2716,302,809,291,34.09,-118.41
"8852",500001,15.0001,40,3552,392,1024,370,34.09,-118.42
"8853",500001,15.0001,48,2413,261,770,NA,34.08,-118.42
"8854",500001,NA,52,NA,394,1163,361,34.07,-118.41
"8855",500001,15.0001,52,1202,142,408,138,34.07,-118.41
"8856",500001,4.4896,48,2799,596,1235,561,34.07,-118.38
"8857",500001,NA,33,5301,1281,2243,1159,34.07,-118.39
"8858",500001,5.7762,45,3143,553,1153,564,34.07,-118.39
"8859",500001,3.8088,27,6605,1710,2665,1520,34.08,-118.39
"8860",NA,2.9107,22,2170,593,850,520,34.07,-118.4
"8861",500001,3.3438,36,1661,395,690,365,34.06,-118.37
"8862",500001,6.2344,50,1509,291,NA,NA,34.06,-118.38
"8863",500001,8.0095,52,1213,194,503,NA,34.06,-118.39
"8864",500001,7.6771,52,1311,217,578,205,34.06,-118.38
"8865",500001,3.8158,43,1879,397,873,NA,34.06,-118.39
"8866",500001,5.3316,37,2975,705,1291,654,34.06,-118.39
"8867",NA,3.3295,39,3299,831,1649,759,34.06,-118.39
"8868",500001,4.1455,37,3781,873,1725,838,34.06,-118.4
"8869",500001,3.6964,47,3652,967,NA,887,34.06,-118.4
"8870",500001,8.2961,52,1871,326,646,284,34.06,-118.4
"8871",500001,6.6343,52,NA,NA,748,349,34.06,-118.4
"8872",500001,4.1411,43,2665,556,1015,506,34.06,-118.41
"8873",500001,5.5321,43,4994,1057,NA,NA,34.06,-118.41
"8874",500001,3.9904,NA,2979,626,1076,571,34.07,-118.41
"8875",500001,9.337,52,204,34,1154,28,34.06,-118.45
"8876",500001,13.8556,52,2416,291,810,270,34.05,-118.49
"8877",500001,13.3036,50,2597,340,964,339,34.04,-118.49
"8878",500001,8.0257,NA,2381,345,859,306,34.04,-118.49
"8879",500001,15.0001,52,3000,374,1143,375,34.04,-118.5
"8880",500001,8.3839,52,NA,317,769,277,34.04,-118.5
"8881",500001,4.8125,31,4066,951,1532,868,34.04,-118.49
"8882",435100,4.1827,30,NA,927,1487,865,34.03,-118.49
"8883",500001,11.7045,40,NA,167,483,178,34.04,-118.51
"8884",500001,NA,52,1506,208,547,186,34.03,-118.5
"8885",500001,NA,52,1711,245,671,242,34.03,-118.5
"8886",500001,NA,44,2146,394,851,NA,34.03,-118.5
"8887",500001,3.8571,37,4072,905,1468,923,34.03,-118.51
"8888",500001,5.0867,24,7418,1755,2713,1577,34.02,-118.52
"8889",436700,4.252,31,4949,NA,1985,1244,34.03,-118.49
"8890",383300,3.6451,32,6365,NA,2767,1698,34.03,-118.5
"8891",483300,NA,28,5109,NA,2313,1451,34.02,-118.5
"8892",291700,2.775,24,2924,1013,1492,943,34.02,-118.5
"8893",350000,2.9934,NA,2914,934,1334,NA,34.02,-118.5
"8894",500001,3.1433,25,2757,738,1014,NA,34.01,-118.52
"8895",442100,4.5208,32,3851,900,1456,836,34.03,-118.49
"8896",NA,3.6769,31,NA,808,1208,745,34.03,-118.49
"8897",470800,4.1365,27,4725,1185,1945,1177,34.02,-118.49
"8898",353600,2.8981,32,1793,476,1143,448,34.03,-118.48
"8899",475000,2.9125,28,2545,752,1548,NA,34.02,-118.49
"8900",330000,3.1563,29,2709,799,1238,793,34.02,-118.49
"8901",500001,8.9616,47,1956,277,724,277,34.04,-118.48
"8902",500001,4.3158,49,3780,741,1435,690,34.04,-118.48
"8903",500001,3.9659,40,NA,285,610,NA,34.04,-118.48
"8904",500001,NA,36,2539,535,979,500,34.04,-118.48
"8905",350000,4.516,32,2909,748,1310,706,34.04,-118.47
"8906",347900,3.3889,32,3024,784,NA,740,34.03,-118.47
"8907",NA,3.5076,39,1530,401,1074,NA,34.03,-118.48
"8908",290600,3.7381,29,3287,882,1523,823,34.03,-118.47
"8909",340500,3.5987,NA,2642,NA,1303,625,34.03,-118.47
"8910",310000,1.3333,19,NA,284,414,272,34.03,-118.48
"8911",375000,2.5261,22,1249,483,1106,481,34.02,-118.48
"8912",375000,2.7072,29,NA,542,1019,487,34.02,-118.48
"8913",366700,3.1635,30,2075,687,1026,592,34.02,-118.49
"8914",327300,2.75,27,1965,631,1042,596,34.03,-118.46
"8915",325000,3.125,39,1244,283,886,284,34.03,-118.46
"8916",337500,2.2794,52,523,NA,317,130,34.03,-118.46
"8917",233300,2.6639,29,NA,833,1953,800,34.02,-118.46
"8918",297500,2.3382,NA,2163,NA,1759,584,34.02,-118.47
"8919",NA,2.625,11,NA,16,150,20,34.02,-118.48
"8920",332500,NA,35,3057,774,2223,732,34.02,-118.47
"8921",330800,2.2917,30,NA,NA,1425,NA,34.02,-118.48
"8922",293800,2.7019,25,NA,460,983,NA,34.02,-118.48
"8923",450000,1.5132,NA,1394,582,716,543,34.02,-118.49
"8924",500001,1.9722,28,651,NA,333,NA,34.01,-118.49
"8925",500001,2.3098,NA,1241,502,679,459,34,-118.51
"8926",381500,4.0893,NA,2851,804,1410,782,34.01,-118.48
"8927",NA,3.2061,41,2584,743,1058,NA,34,-118.48
"8928",425000,3.4852,30,3078,954,1561,901,34.01,-118.48
"8929",500001,3.0369,NA,3407,1071,1463,986,34,-118.49
"8930",353800,4.4,31,1829,NA,719,392,34.01,-118.48
"8931",384400,4.2813,28,1259,302,668,NA,34,-118.47
"8932",340500,3.1304,42,1271,301,574,312,34,-118.47
"8933",450000,3.9722,25,4149,1067,1749,1000,34,-118.48
"8934",500000,3.6121,29,1727,479,741,431,34,-118.48
"8935",500001,2.6736,52,1359,395,521,368,34,-118.48
"8936",500001,NA,22,3484,975,1268,952,33.99,-118.5
"8937",444400,2.7254,41,2136,549,986,557,34.02,-118.47
"8938",470800,4.793,44,2175,475,1019,448,34.01,-118.47
"8939",462900,4.4211,41,2704,557,1047,NA,34.01,-118.47
"8940",398300,3.755,40,2198,611,1023,567,34.01,-118.48
"8941",418200,2.5417,41,752,201,482,207,34.01,-118.47
"8942",500001,4,NA,1640,322,664,NA,34.01,-118.46
"8943",500001,NA,46,1379,239,688,269,34.01,-118.46
"8944",480100,6.1014,44,2017,343,958,382,34.01,-118.47
"8945",461100,2.9167,43,NA,304,393,250,34.01,-118.47
"8946",NA,3.7727,27,NA,471,837,422,34.01,-118.47
"8947",421900,3.4583,41,2956,700,NA,645,34.02,-118.45
"8948",493400,6.3521,45,1230,201,565,219,34.02,-118.45
"8949",456200,3.0476,45,3803,970,1690,871,34.02,-118.46
"8950",473000,6.0436,46,2571,502,1225,501,34.02,-118.46
"8951",405400,5.2571,39,NA,776,1569,NA,34.02,-118.46
"8952",196400,2.125,39,213,44,NA,52,34.03,-118.37
"8953",266400,3.9537,44,1913,441,1295,432,34.03,-118.38
"8954",268600,3.9615,45,2098,486,1343,481,34.02,-118.38
"8955",279400,3.5909,NA,2447,636,1312,574,34.02,-118.39
"8956",314500,3.4375,45,1577,421,1042,375,34.02,-118.39
"8957",304100,4.7612,18,9528,2075,3922,1920,34.01,-118.38
"8958",NA,2.3571,25,1101,285,543,294,34.01,-118.39
"8959",NA,NA,38,2521,647,1091,597,34.02,-118.39
"8960",355100,NA,NA,4424,918,2101,888,34.01,-118.39
"8961",356300,NA,44,NA,262,618,266,34.01,-118.4
"8962",332800,4.6932,NA,593,137,371,132,34.02,-118.4
"8963",485700,5.2035,40,1565,269,826,NA,34,-118.39
"8964",369200,6.603,32,2612,418,1030,402,33.99,-118.39
"8965",NA,5.1322,43,612,135,402,142,33.99,-118.39
"8966",339100,4.056,35,NA,386,1104,345,34,-118.39
"8967",329400,4.85,34,1816,335,872,339,34,-118.4
"8968",336000,5.444,37,1534,NA,751,NA,34,-118.4
"8969",NA,5.9632,36,1280,240,704,217,33.99,-118.4
"8970",326700,5.4663,36,1225,213,591,227,33.99,-118.4
"8971",344300,4.6687,44,2122,385,1012,367,34,-118.4
"8972",351600,NA,48,1427,253,693,268,34.01,-118.4
"8973",NA,4.5982,44,2010,394,961,NA,34.01,-118.41
"8974",331000,5.5284,37,1426,259,689,261,34,-118.41
"8975",NA,5.3683,26,NA,449,1218,426,34.01,-118.41
"8976",NA,4.7031,NA,2000,529,1290,514,34.01,-118.41
"8977",285300,2.8797,33,3306,974,2475,924,34.01,-118.41
"8978",NA,2.9213,42,1700,438,NA,436,34.01,-118.42
"8979",271400,2.55,38,324,70,268,73,34,-118.41
"8980",329800,5.0357,45,1807,355,883,371,34,-118.42
"8981",NA,3.9643,46,105,NA,69,19,34,-118.41
"8982",325000,NA,33,1139,299,734,257,34,-118.42
"8983",314300,3.7614,NA,1340,358,1008,340,34,-118.43
"8984",323000,3.8021,45,2092,451,1190,429,33.99,-118.43
"8985",275000,5.9641,44,305,72,156,70,33.99,-118.44
"8986",500001,5.3359,21,18132,5419,7431,4930,33.98,-118.44
"8987",228300,4.6277,21,11308,3039,5127,2839,33.99,-118.38
"8988",439100,8.6718,32,4018,564,1400,568,33.99,-118.37
"8989",313700,5.3194,35,3702,NA,1449,614,33.99,-118.36
"8990",397000,5.1695,36,3228,543,1305,520,33.99,-118.37
"8991",NA,6.8112,25,7105,1012,2519,1004,33.98,-118.38
"8992",492500,6.431,30,1879,226,740,266,34,-118.35
"8993",270400,5.3462,46,3402,NA,1389,504,34,-118.35
"8994",NA,5.0514,NA,2741,439,1115,459,33.99,-118.35
"8995",287100,4.1375,NA,NA,NA,1145,524,33.99,-118.36
"8996",268900,4.6406,45,2005,368,909,364,33.99,-118.36
"8997",222100,3.2021,45,1764,401,679,334,33.99,-118.35
"8998",NA,5.0407,44,3183,513,1183,NA,34,-118.34
"8999",NA,5.8993,49,2863,411,1108,406,34,-118.34
"9000",247600,NA,52,1114,169,486,176,34,-118.33
"9001",296800,4,49,2465,NA,1018,359,34,-118.34
"9002",179400,3.7344,47,1107,199,NA,178,33.99,-118.34
"9003",183000,3.825,48,1172,205,NA,190,33.99,-118.34
"9004",372000,NA,40,2894,395,1063,409,34,-118.35
"9005",472000,9.1232,20,14291,1934,5452,1875,34.13,-118.6
"9006",500001,6.4018,42,718,NA,324,131,34.12,-118.58
"9007",407000,6.4504,35,2396,472,1054,457,34.11,-118.59
"9008",438500,7.6091,43,2228,438,960,395,34.09,-118.6
"9009",380000,6.91,40,866,181,399,176,34.08,-118.6
"9010",433300,NA,16,319,59,149,64,34.07,-118.6
"9011",500001,9.7646,23,204,NA,117,41,34.08,-118.69
"9012",500001,10.076,12,2560,365,907,366,34.1,-118.66
"9013",448100,5.8735,35,NA,690,1521,653,34.11,-118.63
"9014",500001,9.1228,17,16544,2206,6214,2118,34.16,-118.67
"9015",500001,3.9934,18,102,17,55,21,34.08,-118.68
"9016",500001,6.7273,9,11251,1594,3029,1227,34.13,-118.68
"9017",500001,NA,10,4355,716,2030,674,34.13,-118.76
"9018",377300,4.5333,34,2255,402,857,317,34.1,-118.75
"9019",318500,5.4032,7,23866,4407,9873,4012,34.14,-118.72
"9020",399200,8.0137,9,30405,4093,12873,NA,34.16,-118.78
"9021",356700,6.8474,9,NA,179,647,180,34.15,-118.8
"9022",NA,5.3749,16,2950,387,1228,379,34.17,-118.75
"9023",500001,5.8788,12,7508,1058,2484,965,34.11,-118.84
"9024",385500,6.9935,22,11668,1730,4054,1671,34.14,-118.82
"9025",500001,5.8548,7,3003,504,1143,466,34.14,-118.79
"9026",500001,7.9184,19,3487,686,2782,584,34.05,-118.74
"9027",500001,8.0144,NA,1409,244,970,172,34.07,-118.86
"9028",500001,7.7848,NA,15990,2611,5175,2173,34.02,-118.88
"9029",NA,8.4476,21,3837,578,1509,509,34.04,-118.85
"9030",500001,6.83,28,1343,215,487,NA,34.05,-118.78
"9031",500001,8.8666,25,4440,693,1560,636,34.06,-118.58
"9032",NA,8.4331,36,2043,467,606,326,34.02,-118.6
"9033",500001,7.4001,25,3546,584,1530,601,34.06,-118.62
"9034",500001,8.7364,23,8798,1465,2750,1208,34.02,-118.66
"9035",106700,2.9541,15,NA,625,1694,540,34.71,-117.76
"9036",115100,4.002,5,6739,1251,4614,1266,34.63,-117.84
"9037",120000,3.8803,NA,NA,1864,6163,1781,34.58,-117.78
"9038",123900,3.46,32,3511,NA,1733,510,34.71,-117.96
"9039",104800,2.4348,34,1218,285,797,NA,34.74,-118.09
"9040",150000,2.5764,14,2606,514,1228,512,34.71,-118.06
"9041",144000,4.0211,4,23386,4171,10493,3671,34.68,-118.09
"9042",140100,5.3267,6,7430,1184,3489,1115,34.68,-118.11
"9043",NA,4.6417,NA,2479,390,1219,363,34.69,-118.12
"9044",131500,4.6629,12,5319,875,2439,779,34.68,-118.12
"9045",96800,2.75,34,2156,397,1269,388,34.69,-118.13
"9046",102600,4.025,28,718,124,347,121,34.68,-118.13
"9047",187500,2.67,33,NA,177,425,142,34.65,-118.1
"9048",159400,2.4012,5,5807,1182,2602,1007,34.71,-118.09
"9049",141100,4.9806,5,10356,1647,4562,1427,34.7,-118.1
"9050",138500,2.8548,6,4558,804,NA,563,34.7,-118.09
"9051",137500,2.415,NA,3914,819,1524,795,34.71,-118.1
"9052",104000,NA,26,4230,823,2789,793,34.71,-118.12
"9053",225000,1.125,46,40,10,14,7,34.71,-118.12
"9054",130000,4.3229,7,4915,885,2833,874,34.7,-118.12
"9055",93800,1.1296,34,1943,500,1078,446,34.7,-118.13
"9056",108800,3.682,32,NA,NA,1986,673,34.69,-118.13
"9057",NA,3.7804,27,3019,501,1580,523,34.69,-118.12
"9058",101100,2.4432,31,2666,662,1337,602,34.68,-118.14
"9059",100300,NA,35,2118,374,1108,360,34.69,-118.14
"9060",119600,4.2679,33,NA,NA,1447,489,34.68,-118.14
"9061",126500,NA,25,1703,342,775,309,34.68,-118.14
"9062",NA,2.5902,NA,2994,832,1571,695,34.68,-118.16
"9063",107500,NA,32,1300,234,712,249,34.69,-118.15
"9064",110900,3.7807,NA,4303,900,2240,861,34.68,-118.16
"9065",146900,3.5732,NA,12317,2953,6291,2654,34.67,-118.15
"9066",247200,4.6591,20,1257,201,551,186,34.65,-118.14
"9067",NA,4.625,15,2181,361,1057,300,34.72,-118.14
"9068",117200,4.1719,27,6007,998,2680,882,34.71,-118.16
"9069",101400,3.5625,36,NA,250,709,250,34.71,-118.15
"9070",93000,2.8194,33,2347,461,1482,374,34.71,-118.14
"9071",86900,1.1917,32,1164,248,588,NA,34.71,-118.14
"9072",97700,2.5278,NA,1503,309,842,300,34.71,-118.15
"9073",98400,2.0182,36,1205,317,678,290,34.7,-118.14
"9074",102100,1.2532,12,1984,614,1071,574,34.7,-118.14
"9075",116300,3.9615,36,2696,454,1192,452,34.7,-118.15
"9076",127700,4.8787,33,2918,494,1365,478,34.7,-118.16
"9077",126800,3.9028,35,3114,583,NA,545,34.69,-118.16
"9078",100000,3.2699,34,NA,327,708,298,34.69,-118.14
"9079",NA,NA,48,1379,327,696,304,34.69,-118.14
"9080",163600,4.7875,19,3430,601,1817,571,34.76,-118.28
"9081",146400,2.1979,16,2035,370,704,330,34.77,-118.19
"9082",NA,4.875,5,9076,1503,7694,NA,34.69,-118.2
"9083",171900,4.1667,12,4881,803,2188,724,34.69,-118.17
"9084",185600,6.6772,13,5341,773,2288,724,34.68,-118.17
"9085",167900,5.0285,8,11275,1822,5731,NA,34.67,-118.19
"9086",140300,4.5659,5,8352,1555,3723,1389,34.67,-118.17
"9087",126800,3.9963,33,1781,326,913,314,34.65,-118.19
"9088",173200,5.7049,9,1561,253,731,233,34.66,-118.17
"9089",179700,4.3636,28,2357,NA,1162,384,34.67,-118.22
"9090",138200,3.6382,25,2627,NA,1059,338,34.66,-118.23
"9091",152400,4.9,17,3810,662,1867,586,34.66,-118.22
"9092",140100,3.0441,17,4001,814,2313,756,34.65,-118.21
"9093",136300,3.5673,17,1827,348,766,335,34.65,-118.23
"9094",185400,3.2125,19,552,129,314,106,34.68,-118.27
"9095",218400,NA,18,6893,1372,2837,1221,34.65,-118.29
"9096",264900,4.8409,31,1398,273,884,299,34.62,-118.32
"9097",148900,4.3456,NA,1859,375,NA,372,34.58,-118.38
"9098",156700,5.0839,25,3080,587,1558,510,34.73,-118.61
"9099",151600,4.2941,10,4122,814,2164,710,34.7,-118.4
"9100",NA,1.4091,34,81,26,53,14,34.63,-117.92
"9101",125600,2.7396,7,681,125,485,104,34.59,-117.92
"9102",132700,3.1946,5,5613,1060,3569,999,34.57,-117.93
"9103",135800,3.9766,NA,3484,NA,2169,619,34.53,-117.9
"9104",141000,NA,10,NA,NA,1681,NA,34.53,-117.96
"9105",135700,4.0945,13,2815,535,1492,491,34.53,-117.98
"9106",99200,1.9722,31,1537,416,1239,397,34.63,-118.09
"9107",NA,2.1413,38,248,55,261,53,34.62,-118.02
"9108",228100,4.1573,19,3562,606,1677,578,34.63,-118.18
"9109",292200,7.1381,7,2465,336,978,332,34.61,-118.17
"9110",204400,6.4865,2,11008,1549,4098,1367,34.6,-118.16
"9111",94500,2.3958,33,2189,497,NA,443,34.6,-118.12
"9112",111400,3.7344,33,2111,429,1067,397,34.59,-118.15
"9113",154100,4.9904,5,7294,1139,3123,930,34.6,-118.16
"9114",262100,4.7097,12,2472,408,NA,380,34.56,-118.21
"9115",222400,5.3799,NA,14348,2145,NA,1806,34.63,-118.22
"9116",181100,5.9508,16,2573,NA,1273,426,34.64,-118.21
"9117",102600,2.0547,13,NA,650,1949,537,34.58,-118.12
"9118",113500,3.7464,29,2370,475,1746,483,34.58,-118.13
"9119",167600,NA,6,9882,1892,4892,1621,34.57,-118.14
"9120",NA,3.9936,5,6446,1154,3427,1104,34.56,-118.12
"9121",103500,3.275,32,1489,306,774,267,34.58,-118.1
"9122",106900,2.6658,29,2843,603,1517,573,34.58,-118.1
"9123",138100,3.3086,7,20377,4335,11973,NA,34.57,-118.1
"9124",142900,4.5266,4,NA,1683,4970,NA,34.57,-118.09
"9125",146600,4.1719,5,1113,186,NA,168,34.58,-118.08
"9126",107400,4.0147,34,3416,601,1929,567,34.58,-118.07
"9127",109300,3.86,36,NA,258,899,260,34.58,-118.06
"9128",116300,3.0101,12,3851,857,2169,811,34.58,-118.08
"9129",145500,4.2329,5,10264,1821,5871,1790,34.56,-118.07
"9130",137200,4.5615,NA,5144,887,2846,824,34.56,-118.08
"9131",154300,NA,4,NA,1780,4546,1598,34.58,-118.03
"9132",151300,5.083,4,10655,1706,5391,1529,34.57,-118.02
"9133",137400,4.071,2,2701,530,1368,430,34.55,-118.01
"9134",141800,4.5237,5,NA,2971,8152,2651,34.55,-118.08
"9135",239900,NA,14,2798,459,1236,404,34.51,-118.07
"9136",NA,5.9507,11,17339,2866,8721,2803,34.43,-118.37
"9137",500001,10.0285,22,NA,560,1573,496,34.41,-118.4
"9138",333300,5.9171,14,3490,592,1710,580,34.52,-118.35
"9139",311600,6.5538,NA,4524,735,2298,717,34.52,-118.22
"9140",340400,4.7778,6,5813,NA,2275,790,34.5,-118.26
"9141",294000,4.7437,10,2184,405,1119,370,34.46,-118.27
"9142",319100,4.8295,10,2726,465,1773,459,34.44,-118.13
"9143",150800,3.7043,12,3449,598,1502,540,34.49,-117.89
"9144",159400,NA,32,NA,342,NA,299,34.48,-117.96
"9145",165000,3.2765,18,2986,597,1355,472,34.45,-117.79
"9146",195300,4.542,NA,25957,4798,10475,4490,34.4,-118.46
"9147",220200,6.0097,25,1290,190,689,216,34.45,-118.5
"9148",251800,5.9263,3,6577,NA,NA,1004,34.52,-118.5
"9149",187500,NA,36,84,12,29,17,34.47,-118.48
"9150",239400,5.5061,17,NA,1683,4956,1483,34.46,-118.5
"9151",185000,5.3209,26,934,148,519,162,34.44,-118.52
"9152",233200,5.1163,19,3013,507,1356,484,34.44,-118.53
"9153",185500,NA,26,828,149,508,158,34.45,-118.53
"9154",217800,6.0398,19,1285,195,650,193,34.44,-118.53
"9155",NA,6.1281,5,15341,2527,7270,2320,34.46,-118.52
"9156",220100,5.5981,NA,5509,969,3002,959,34.45,-118.53
"9157",253700,6.1082,15,NA,1258,3733,1233,34.43,-118.51
"9158",169500,4.7007,25,2988,525,1884,NA,34.42,-118.46
"9159",359000,8.1344,5,NA,220,1355,215,34.5,-118.44
"9160",187900,4.6861,16,13406,2574,7030,NA,34.44,-118.45
"9161",199600,5.4829,15,8244,1409,4453,1357,34.43,-118.49
"9162",213400,4.4107,23,4166,756,2082,743,34.42,-118.49
"9163",229000,5.0166,21,1375,259,728,258,34.42,-118.48
"9164",238500,3.038,17,913,228,530,201,34.42,-118.47
"9165",NA,5.2887,25,3223,524,1763,508,34.42,-118.47
"9166",218300,6.2971,NA,3600,580,1799,576,34.42,-118.43
"9167",194600,4.2037,5,21113,4386,9842,3886,34.43,-118.43
"9168",237700,6.3277,14,15348,2366,7087,2169,34.44,-118.55
"9169",450000,1.9667,2,966,270,233,169,34.42,-118.56
"9170",167100,4.0579,5,4028,896,2062,826,34.59,-118.61
"9171",236300,5.4284,5,14275,2474,7158,2311,34.53,-118.7
"9172",155000,3.775,9,2356,469,1556,NA,34.43,-118.66
"9173",154600,4.2391,5,538,NA,NA,105,34.47,-118.59
"9174",285200,NA,4,1949,458,868,398,34.31,-118.61
"9175",228100,3.6625,21,5477,1275,3384,1222,34.39,-118.52
"9176",136100,3.227,18,2288,607,2305,597,34.38,-118.53
"9177",262100,6.8299,18,2096,309,1044,328,34.38,-118.54
"9178",311200,5.305,5,7748,1557,4768,1393,34.4,-118.52
"9179",333700,3.9118,8,3839,852,NA,593,34.37,-118.53
"9180",323700,7.6059,27,2051,301,917,287,34.37,-118.54
"9181",500001,NA,NA,4222,712,2024,NA,34.36,-118.52
"9182",278100,6.776,21,7010,1063,3331,1038,34.37,-118.55
"9183",202600,4.8536,23,3927,728,1984,707,34.37,-118.56
"9184",265100,NA,8,21086,3945,9936,3790,34.41,-118.55
"9185",282900,NA,24,NA,1028,2803,999,34.38,-118.55
"9186",320900,5.6798,4,17313,3224,6902,2707,34.41,-118.56
"9187",323300,6.8419,16,8726,1317,3789,1279,34.39,-118.55
"9188",NA,6.6916,NA,5989,883,1787,613,34.38,-118.61
"9189",14999,4.1932,52,803,NA,628,225,34.24,-117.86
"9190",162500,3.9583,52,433,69,147,53,34.23,-118.12
"9191",191700,1.9875,52,102,29,NA,32,34.32,-118.35
"9192",183000,NA,39,1622,355,903,314,34.3,-118.38
"9193",NA,4.5491,34,503,99,275,68,34.36,-118.29
"9194",179500,2.3482,26,4047,702,571,199,37.34,-119.53
"9195",NA,3.5893,14,362,78,88,39,37.32,-119.51
"9196",114600,3.0924,NA,2391,451,798,308,37.29,-119.56
"9197",95600,2.9449,17,3538,726,1603,629,37.21,-119.45
"9198",106300,3.55,17,1280,254,707,267,37.09,-119.65
"9199",106500,3.5446,19,3273,611,1164,481,37.39,-119.59
"9200",124100,2.7813,10,2106,410,1003,397,37.39,-119.66
"9201",119800,3.1326,13,2307,386,925,347,37.35,-119.68
"9202",103700,2.6071,NA,2131,424,NA,369,37.38,-119.72
"9203",122300,2.3565,NA,2161,448,NA,405,37.32,-119.65
"9204",104400,2.8393,15,2654,530,1267,NA,37.31,-119.64
"9205",137500,2.625,13,1722,325,712,269,37.29,-119.6
"9206",147800,3.0224,7,3389,NA,1268,474,37.33,-119.62
"9207",94400,3.625,17,2171,389,1042,375,37.23,-119.91
"9208",80700,3.375,8,828,168,413,146,37.1,-119.85
"9209",96100,2.8167,10,3113,589,1508,NA,37.19,-119.68
"9210",113600,4.1099,8,5212,872,NA,857,37.19,-119.77
"9211",123100,2.7413,13,5087,981,2284,913,37.27,-119.67
"9212",112500,2.4054,38,1696,301,985,278,37.11,-120.31
"9213",46300,2.9306,NA,1495,292,858,NA,37.04,-120.35
"9214",91700,3.2868,21,1724,317,1006,290,37.04,-120.25
"9215",79200,1.9073,29,1995,392,1261,354,37.12,-120.16
"9216",75900,2.6694,18,1277,NA,674,238,37.11,-120.27
"9217",50500,1.5319,20,2062,466,1285,456,37.11,-120.25
"9218",50700,1.2794,33,1097,254,627,253,37.11,-120.26
"9219",52300,1.7279,42,1142,236,597,210,37.12,-120.27
"9220",NA,1.9464,NA,1219,258,639,245,37.12,-120.27
"9221",81500,2.9861,17,3328,NA,1580,619,37.12,-120.27
"9222",58800,2.0278,33,1239,250,NA,227,37.13,-120.26
"9223",NA,2.9688,16,1027,NA,673,193,36.99,-120.43
"9224",83900,2.4219,34,1391,NA,943,281,36.88,-120.29
"9225",61900,2.125,24,646,134,454,149,36.95,-120.06
"9226",NA,2.2375,19,901,183,700,NA,36.94,-120.06
"9227",63300,2.6941,11,3606,699,2074,644,36.93,-120.04
"9228",NA,2.2527,NA,2287,534,1339,505,36.95,-120.05
"9229",92200,NA,21,1667,303,861,276,36.98,-120.21
"9230",156300,3,18,508,104,393,114,36.96,-120.16
"9231",95300,3.8952,17,3344,NA,1624,536,36.96,-120.11
"9232",NA,1.9063,18,402,76,213,71,37.06,-120.08
"9233",74600,3.4598,11,3761,675,2374,673,37,-120.09
"9234",84900,3.5258,13,6301,NA,NA,1033,37.02,-120.06
"9235",88500,3.125,14,1636,253,NA,225,37.04,-119.94
"9236",81600,3.7143,9,1608,297,1057,295,37.02,-120.09
"9237",96000,2.6087,18,1996,NA,1327,356,36.96,-119.95
"9238",53900,1.8431,25,2115,482,1976,474,36.95,-120.02
"9239",98500,NA,11,2513,408,1360,415,36.94,-119.9
"9240",102400,4.475,13,NA,477,1607,481,36.97,-119.85
"9241",101200,4.5347,12,3174,520,1590,488,36.93,-119.88
"9242",NA,4.3625,13,1429,209,NA,205,36.93,-119.87
"9243",NA,2.5388,12,1790,379,1399,NA,36.98,-120.07
"9244",60400,1.4712,12,2710,575,1724,516,36.98,-120.06
"9245",61800,2.5288,16,3705,739,2463,697,36.98,-120.05
"9246",47100,1.8444,20,2029,427,983,401,36.97,-120.05
"9247",52800,1.625,38,1542,364,1220,334,36.97,-120.06
